question_id,subject,class,chapter_number,chapter_title,medium,difficulty,answer_type,marks,text,options,key_answer,exam_type,year,group_heading,chapter_id,standard,found_in_pdf,match_score,pdf_source,pdf_section
698c22dcec065fd7420d7904,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Easy,fill_in_the_blank,1.0,"Which season is the grasshopper often associated with? 
A) Winter
B) Spring
C) Summer
D) Autumn",[],,LBA,2025-26,Fill in the Blanks,67449bf5065a2c5cd2dcb448,6,False,46.808510638297875,english_6.pdf,I
698c22dcec065fd7420d7905,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Average,fill_in_the_blank,1.0,"What is the main feeling or message conveyed in the prose? 
""A Chat with a Grasshopper""?
A) The fear of insects
B) The beauty of small creatures and nature
C) The desire to capture wild animals
D) The importance of staying indoors",[],,LBA,2025-26,Fill in the Blanks,67449bf5065a2c5cd2dcb448,6,False,44.978165938864635,english_6.pdf,I
698c22dcec065fd7420d7906,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Average,fill_in_the_blank,1.0,"What does Raju exclaim upon seeing the insect? 
A) ""Look at that bug!""
B) ""Wow! What a beautiful insect!""
C) ""Is that a grasshopper?""
D) ""It has so many legs!""",[],,LBA,2025-26,Fill in the Blanks,67449bf5065a2c5cd2dcb448,6,False,43.67088607594937,english_6.pdf,I
698c22dcec065fd7420d7907,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Average,fill_in_the_blank,1.0,"How many varieties of grasshoppers does Hoppi mention? 
A) About 1,000
B) Between 110 and 180
C) Between 1,100 and 1,800
D) Between 11,000 and 18,000",[],,LBA,2025-26,Fill in the Blanks,67449bf5065a2c5cd2dcb448,6,False,39.189189189189186,english_6.pdf,I
698c22dcec065fd7420d7908,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Easy,fill_in_the_blank,1.0,"________ helps grasshopper to pick up vibrations. 
A) wings
B) antenna
C) ears
D) eyes",[],,LBA,2025-26,Fill in the Blanks,67449bf5065a2c5cd2dcb448,6,False,43.529411764705884,english_6.pdf,I
698c22dcec065fd7420d7909,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Difficult,fill_in_the_blank,1.0,"How do male grasshoppers make a chirping sound? 
A) By rubbing their wings together.
B) By stamping their feet.
C) By snapping their antennae.
D) By rubbing their back leg against their forewing.",[],,LBA,2025-26,Fill in the Blanks,67449bf5065a2c5cd2dcb448,6,False,44.19263456090652,english_6.pdf,I
698c22dcec065fd7420d790a,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Difficult,fill_in_the_blank,1.0,I borrowed my friend’s notebooks.,[],,LBA,2025-26,One Sentence Answers,67449bf5065a2c5cd2dcb448,6,False,43.75,english_6.pdf,I
698c22dcec065fd7420d790b,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Easy,fill_in_the_blank,1.0,My grandma told me stories.,[],,LBA,2025-26,One Sentence Answers,67449bf5065a2c5cd2dcb448,6,False,48.14814814814815,english_6.pdf,I
698c22dcec065fd7420d790c,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Difficult,fill_in_the_blank,1.0,I am leaving in another half an hour.,[],,LBA,2025-26,One Sentence Answers,67449bf5065a2c5cd2dcb448,6,False,48.64864864864865,english_6.pdf,I
698c22dcec065fd7420d790d,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Easy,fill_in_the_blank,1.0,My favourite colour is red.,[],,LBA,2025-26,One Sentence Answers,67449bf5065a2c5cd2dcb448,6,False,48.14814814814815,english_6.pdf,I
698c22dcec065fd7420d790e,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Average,fill_in_the_blank,1.0,I live near the mountains.,[],,LBA,2025-26,One Sentence Answers,67449bf5065a2c5cd2dcb448,6,True,53.84615384615385,english_6.pdf,I
698c22dcec065fd7420d790f,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Average,fill_in_the_blank,1.0,"Wow! What a beautiful insect! 
a) Who said this?
b) Which insect is referred in this line?
c) What is the adjective used in this line?",[],,LBA,2025-26,Read and Answer,67449bf5065a2c5cd2dcb448,6,False,47.36842105263158,english_6.pdf,I
698c22dcec065fd7420d7910,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Average,fill_in_the_blank,1.0,"May I know your name please? 
a)
Who asked this question?
b)
To whom was this directed?
c)
What was the name mentioned in this lesson?",[],,LBA,2025-26,Read and Answer,67449bf5065a2c5cd2dcb448,6,False,46.616541353383454,english_6.pdf,I
698c22dcec065fd7420d7911,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Average,fill_in_the_blank,1.0,"I’m your friend, right? 
a)
Who is the speaker?
b)
To whom the word ‘friend’ is referred in this line?
c)
Why did the speaker say so?",[],,LBA,2025-26,Read and Answer,67449bf5065a2c5cd2dcb448,6,False,48.06201550387597,english_6.pdf,I
698c22dcec065fd7420d7912,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Average,fill_in_the_blank,1.0,"Write the female and young ones of the given animals. 
Male
Female
Young ones
Lion
Cow
Tiger
Pig
Ram
Buck
Dog
Horse
Cat",[],,LBA,2025-26,Short Answers,67449bf5065a2c5cd2dcb448,6,False,45.76271186440678,english_6.pdf,I
698c22dcec065fd7420d7913,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Easy,fill_in_the_blank,1.0,The smallest grasshopper is the ________ grasshopper.,[],,LBA,2025-26,Short Answers,67449bf5065a2c5cd2dcb448,6,False,43.39622641509434,english_6.pdf,I
698c22dcec065fd7420d7914,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Easy,fill_in_the_blank,1.0,Grasshoppers have a ________which means the skeleton is on the outside of their body.,[],,LBA,2025-26,Short Answers,67449bf5065a2c5cd2dcb448,6,False,44.705882352941174,english_6.pdf,I
698c22dcec065fd7420d7915,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Easy,fill_in_the_blank,1.0,Grasshoppers are also called as ________ friend.,[],,LBA,2025-26,Short Answers,67449bf5065a2c5cd2dcb448,6,False,39.583333333333336,english_6.pdf,I
698c22dcec065fd7420d7916,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Easy,fill_in_the_blank,1.0,A ‘weed’ is a ________ plant.,[],,LBA,2025-26,Short Answers,67449bf5065a2c5cd2dcb448,6,False,40.74074074074075,english_6.pdf,I
698c22dcec065fd7420d7917,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Easy,fill_in_the_blank,1.0,The two striped grasshopper will eat plants that are ________ to cattle.,[],,LBA,2025-26,Short Answers,67449bf5065a2c5cd2dcb448,6,False,44.44444444444444,english_6.pdf,I
698c22dcec065fd7420d7918,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Average,fill_in_the_blank,1.0,Where does the conversation with the grasshopper take place?,[],,LBA,2025-26,One Sentence Answers,67449bf5065a2c5cd2dcb448,6,False,48.33333333333333,english_6.pdf,I
698c22dcec065fd7420d7919,english,6,9.0,PROSE: A CHAT WITH A GRASSHOPPER,English,Average,fill_in_the_blank,1.0,What does Ani say they don't have?,[],,LBA,2025-26,One Sentence Answers,67449bf5065a2c5cd2dcb448,6,True,50.0,english_6.pdf,I
