question_id,subject,class,chapter_number,chapter_title,medium,difficulty,answer_type,marks,text,options,key_answer,exam_type,year,group_heading,chapter_id,standard,found_in_pdf,match_score,pdf_source,pdf_section
698c22ecec065fd7420d7c13,english,8,16.0,POEM: The Axe in the Wood,English,Average,fill_in_the_blank,1.0,All that glitters is not gold.,[],,LBA,2025-26,One Sentence Answers,67449bf6065a2c5cd2dcba2f,8,False,32.14285714285714,english_8.pdf,I
698c22ecec065fd7420d7c14,english,8,16.0,POEM: The Axe in the Wood,English,Average,fill_in_the_blank,1.0,"Where there is a will there is a way.
Poetry: The axe in the wood",[],,LBA,2025-26,One Sentence Answers,67449bf6065a2c5cd2dcba2f,8,False,37.2093023255814,english_8.pdf,I
698c22ecec065fd7420d7c15,english,8,16.0,POEM: The Axe in the Wood,English,Easy,fill_in_the_blank,1.0,"The men struck the tree with a/an

(A). knife (B). axe (C). sickle. (D). saw",[],,LBA,2025-26,Short Answers,67449bf6065a2c5cd2dcba2f,8,False,41.860465116279066,english_8.pdf,I
698c22ecec065fd7420d7c16,english,8,16.0,POEM: The Axe in the Wood,English,Easy,fill_in_the_blank,1.0,"The tree looked

(A). Small (B). strong (C)weak (D)  dry",[],,LBA,2025-26,Short Answers,67449bf6065a2c5cd2dcba2f,8,False,43.0379746835443,english_8.pdf,I
698c22ecec065fd7420d7c17,english,8,16.0,POEM: The Axe in the Wood,English,Easy,fill_in_the_blank,1.0,"The sight of the man cutting the tree was watched by the

(A)Women (B) people (C)woodcutters (D)Children",[],,LBA,2025-26,Short Answers,67449bf6065a2c5cd2dcba2f,8,False,43.37349397590361,english_8.pdf,I
698c22ecec065fd7420d7c18,english,8,16.0,POEM: The Axe in the Wood,English,Easy,fill_in_the_blank,1.0,chatw,[],,LBA,2025-26,Fill in the Blanks,67449bf6065a2c5cd2dcba2f,8,False,25.0,english_8.pdf,I
698c22ecec065fd7420d7c19,english,8,16.0,POEM: The Axe in the Wood,English,Easy,fill_in_the_blank,1.0,"prhas
6 .tghirb",[],,LBA,2025-26,Fill in the Blanks,67449bf6065a2c5cd2dcba2f,8,False,30.000000000000004,english_8.pdf,I
698c22ecec065fd7420d7c1a,english,8,16.0,POEM: The Axe in the Wood,English,Easy,fill_in_the_blank,1.0,"cyagel
B. Write the rhyming words for the following words.",[],,LBA,2025-26,Fill in the Blanks,67449bf6065a2c5cd2dcba2f,8,False,34.04255319148937,english_8.pdf,I
698c22ecec065fd7420d7c1b,english,8,16.0,POEM: The Axe in the Wood,English,Easy,fill_in_the_blank,1.0,Deep,[],,LBA,2025-26,Fill in the Blanks,67449bf6065a2c5cd2dcba2f,8,True,50.0,english_8.pdf,I
698c22ecec065fd7420d7c1c,english,8,16.0,POEM: The Axe in the Wood,English,Easy,fill_in_the_blank,1.0,Sight,[],,LBA,2025-26,Fill in the Blanks,67449bf6065a2c5cd2dcba2f,8,False,40.0,english_8.pdf,I
698c22ecec065fd7420d7c1d,english,8,16.0,POEM: The Axe in the Wood,English,Easy,fill_in_the_blank,1.0,Tree,[],,LBA,2025-26,Fill in the Blanks,67449bf6065a2c5cd2dcba2f,8,True,50.0,english_8.pdf,I
698c22ecec065fd7420d7c1e,english,8,16.0,POEM: The Axe in the Wood,English,Easy,fill_in_the_blank,1.0,Men,[],,LBA,2025-26,Fill in the Blanks,67449bf6065a2c5cd2dcba2f,8,True,50.0,english_8.pdf,I
698c22ecec065fd7420d7c1f,english,8,16.0,POEM: The Axe in the Wood,English,Difficult,fill_in_the_blank,5.0,What message does the poem give us?,[],,LBA,2025-26,Answer in Six or More Sentences,67449bf6065a2c5cd2dcba2f,8,False,30.76923076923077,english_8.pdf,I
698c22ecec065fd7420d7c20,english,8,16.0,POEM: The Axe in the Wood,English,Average,fill_in_the_blank,5.0,What do you learn about the trees from this poem?,[],,LBA,2025-26,Answer in Six or More Sentences,67449bf6065a2c5cd2dcba2f,8,False,32.94117647058824,english_8.pdf,I
698c22ecec065fd7420d7c21,english,8,16.0,POEM: The Axe in the Wood,English,Average,fill_in_the_blank,5.0,What is personified in the last Stanza?,[],,LBA,2025-26,Answer in Six or More Sentences,67449bf6065a2c5cd2dcba2f,8,False,39.43661971830986,english_8.pdf,I
698c22ecec065fd7420d7c22,english,8,16.0,POEM: The Axe in the Wood,English,Average,fill_in_the_blank,1.0,"I stopped ________
________ centuries
________deep
________ in the air.
-----------------------
SUPPLEMENTARY READING– 1
The story of Dharmavyadha
Learning Outcomes:
● Infers, interprets, analysis and critically evaluates a tactful materials.
● Enjoys and appreciate the reading of non-detailed texts.
Answer the following questions in 2-3 sentence each                                   2 Marks",[],,LBA,2025-26,Fill in the Blanks,67449bf6065a2c5cd2dcba2f,8,False,40.42553191489362,english_8.pdf,I
698c22ecec065fd7420d7c23,english,8,16.0,POEM: The Axe in the Wood,English,Average,fill_in_the_blank,1.0,Why did Kaushika forsake his home and parents?,[],,LBA,2025-26,One Sentence Answers,67449bf6065a2c5cd2dcba2f,8,False,35.16483516483516,english_8.pdf,I
698c22ecec065fd7420d7c24,english,8,16.0,POEM: The Axe in the Wood,English,Average,fill_in_the_blank,1.0,Give the reason for Kaushika’s anger with the bird.,[],,LBA,2025-26,One Sentence Answers,67449bf6065a2c5cd2dcba2f,8,False,35.61643835616438,english_8.pdf,I
698c22ecec065fd7420d7c25,english,8,16.0,POEM: The Axe in the Wood,English,Difficult,fill_in_the_blank,1.0,What made the housewife to delay in giving alms to Kaushika?,[],,LBA,2025-26,One Sentence Answers,67449bf6065a2c5cd2dcba2f,8,False,36.58536585365854,english_8.pdf,I
698c22ecec065fd7420d7c26,english,8,16.0,POEM: The Axe in the Wood,English,Average,fill_in_the_blank,1.0,Why did the woman send Kaushika to the city of Mithila?,[],,LBA,2025-26,One Sentence Answers,67449bf6065a2c5cd2dcba2f,8,False,36.36363636363637,english_8.pdf,I
698c22ecec065fd7420d7c27,english,8,16.0,POEM: The Axe in the Wood,English,Difficult,fill_in_the_blank,1.0,"How did Kaushika feel at the words of Dharmavyadha and why did he feel
so?",[],,LBA,2025-26,One Sentence Answers,67449bf6065a2c5cd2dcba2f,8,False,37.142857142857146,english_8.pdf,I
698c22ecec065fd7420d7c28,english,8,16.0,POEM: The Axe in the Wood,English,Difficult,fill_in_the_blank,1.0,"What are the transformations did you find in Kaushika after his visit to
Dharmavyadha?",[],,LBA,2025-26,One Sentence Answers,67449bf6065a2c5cd2dcba2f,8,False,31.914893617021278,english_8.pdf,I
698c22ecec065fd7420d7c29,english,8,16.0,POEM: The Axe in the Wood,English,Easy,fill_in_the_blank,1.0,What was the message of Markandeya to Yudhishthira at the end of the story?,[],,LBA,2025-26,One Sentence Answers,67449bf6065a2c5cd2dcba2f,8,False,30.58823529411765,english_8.pdf,I
